"codigo_linha","nome_linha","categoria","cor","apenas_cartao","geojson"
"615","UBERLÂNDIA","ALIMENTADOR","LARANJA","N","{""type"":""MultiLineString"",""coordinates"":[[[-49.2923175287492,-25.4762815461084],[-49.2922036582346,-25.4765594281441],[-49.2923645764724,-25.4766637794362],[-49.2920190471639,-25.477590584521],[-49.2907030362778,-25.4763872104943],[-49.292117436893,-25.4752420748062],[-49.2935432137474,-25.4758191631548],[-49.2969076340138,-25.4758186713537],[-49.2969151339516,-25.4758187584197],[-49.2968262115173,-25.4793272960383],[-49.3046691492999,-25.4794431213713],[-49.3046767429455,-25.4824584068311],[-49.3051272542889,-25.4826430350563],[-49.3076839109386,-25.4834465303704],[-49.3085231157398,-25.484151288554],[-49.3092465133032,-25.4842535570442],[-49.3111036143043,-25.4836234160448],[-49.3110852925809,-25.4890087754959],[-49.308404396114,-25.4889948237234]]]}"
"643","UMBARÁ","ALIMENTADOR","LARANJA","N","{""type"":""MultiLineString"",""coordinates"":[[[-49.2947200237085,-25.513239440139],[-49.2947557839507,-25.5118131068137],[-49.2942545487367,-25.5118058583107],[-49.2942287895085,-25.513641682279],[-49.2941310814584,-25.5141417029905],[-49.2937499185279,-25.5151644583399],[-49.2952912921609,-25.5151919269159],[-49.2954095020035,-25.5152696508431],[-49.2955018200897,-25.5155046202193],[-49.2955214332944,-25.5158234126124],[-49.2953623284253,-25.5216285852794],[-49.2953241172832,-25.5218450850328],[-49.2952048613498,-25.522044839622],[-49.294598843553,-25.5227469633434],[-49.2941827839713,-25.5231426902543],[-49.293262896293,-25.5238301045957],[-49.292929597714,-25.5240786203365],[-49.292743798835,-25.5243041966109],[-49.2921378499891,-25.5251837280191],[-49.2911568085023,-25.5267288634465],[-49.2907676271449,-25.5269905650502],[-49.2918828889675,-25.5279094216115],[-49.2967609370731,-25.5318563237389],[-49.2973570734823,-25.5323040130547],[-49.2958985067023,-25.5343434465069],[-49.2955009316348,-25.53543559971],[-49.2950574868147,-25.5367068022304],[-49.2948080483771,-25.5379506341641],[-49.2944897111501,-25.539532910791],[-49.2944191343424,-25.5411481102588],[-49.2944289584521,-25.5429195321817],[-49.2944094419093,-25.5431839232076],[-49.2932574060034,-25.5480305414565],[-49.292673528029,-25.5509146090278],[-49.2925291255024,-25.5517304547428],[-49.2924855555017,-25.5527316737475],[-49.2925457572922,-25.5530066278034],[-49.292660314323,-25.5532152401877],[-49.2928073296156,-25.553365564757],[-49.2937023491714,-25.5540446946037],[-49.2938355634734,-25.5542479820519],[-49.293896732636,-25.5544325530428],[-49.2939122187945,-25.554620417841],[-49.2938785142227,-25.5548142052482],[-49.2937933349422,-25.5549980330686],[-49.2935886557648,-25.5552389571985],[-49.2930098828851,-25.5558404869311],[-49.2928050802029,-25.5560899089232],[-49.2919648742011,-25.5573540976175],[-49.2918188972319,-25.5576401533461],[-49.2917300732274,-25.5578988071411],[-49.2916664862282,-25.5581976126778],[-49.2916605911656,-25.5584314957377],[-49.291709906625,-25.559684251673],[-49.2916840036099,-25.5598732908362],[-49.2916705135053,-25.559997360117],[-49.2913876226628,-25.5610211067459],[-49.2910291967051,-25.562163233601],[-49.2905472961062,-25.5631798549982],[-49.2898913000382,-25.564202309627],[-49.289603268926,-25.564555253089],[-49.2887591514703,-25.5654159524102],[-49.2874395977693,-25.5665398705222],[-49.2865149495813,-25.5673868095883],[-49.2860368269029,-25.5676414991634],[-49.2845752858276,-25.5681657512341],[-49.2838008742372,-25.5684317502196],[-49.2834752347872,-25.568644016972],[-49.282236407909,-25.5696659877786],[-49.2811535091336,-25.5706069946267],[-49.2802811759751,-25.5713540930336],[-49.2792534988251,-25.5724696934491],[-49.2776897173717,-25.5739861875742],[-49.276041465842,-25.5760536250295],[-49.2754798522137,-25.5775624525972],[-49.2753698398705,-25.5780354397566],[-49.2751632231845,-25.5812973777516],[-49.2751142742719,-25.581636840701],[-49.2748661129529,-25.5825214266675],[-49.2747349896379,-25.5827080677999],[-49.2745895725084,-25.58282538044],[-49.2738495564887,-25.5831083452814],[-49.2735402224155,-25.5833535014966],[-49.273443440833,-25.5836865494139],[-49.2734207252369,-25.5839968006807],[-49.2735048651331,-25.5843079436129],[-49.2739272288462,-25.5848957654745],[-49.2740663262141,-25.5851203392532],[-49.2742152810513,-25.5854910479322],[-49.2744998465756,-25.5865351926184],[-49.275194998715,-25.5887193364984],[-49.275603746607,-25.5900406041025],[-49.275996640439,-25.5913382905825],[-49.2761572749239,-25.5917335676547],[-49.277306641154,-25.594051413844],[-49.2777443017287,-25.5949411167006],[-49.2777428012627,-25.5952069765779],[-49.2777126604242,-25.5953762461312],[-49.2772649060195,-25.5967694835359],[-49.2770112165813,-25.5978704810831],[-49.2769182753993,-25.5983921909693],[-49.2769237016121,-25.5986581807753],[-49.2769436768248,-25.5988761423183],[-49.277286836909,-25.6006260005674],[-49.2772976421464,-25.6010162230214],[-49.2771632185365,-25.6018341729227],[-49.2763827055944,-25.6017700144463],[-49.2744147669125,-25.6015648438414],[-49.274217250911,-25.6015092575936],[-49.2739131142587,-25.6013769689277],[-49.2741208412118,-25.6010621120069]]]}"
"Z01","UNIBRASIL / TUBO DETRAN","CONVENCIONAL","AMARELA","N","{""type"":""MultiLineString"",""coordinates"":[[[-49.215013997711,-25.4261326253945],[-49.2160061615806,-25.4237445683348],[-49.2142725544274,-25.4279198724586],[-49.2107607748459,-25.4267279175928],[-49.209889715179,-25.4289438272775],[-49.2114649027748,-25.4300080847344]]]}"
"165","UNIVERSIDADES","CONVENCIONAL","AMARELA","S","{""type"":""MultiLineString"",""coordinates"":[[[-49.2526715391236,-25.4510269764678],[-49.2527563833209,-25.4501946351307],[-49.2540861334567,-25.4502891728549],[-49.2595895731896,-25.4506808336453],[-49.2598997773162,-25.4500458329916],[-49.2643917972954,-25.4404106623419],[-49.2667813635337,-25.441301883111],[-49.2722841918285,-25.4304159895308],[-49.2711716456482,-25.4300789534617],[-49.2710435874777,-25.4281952967525],[-49.2730600946626,-25.4287862964662],[-49.2735782271374,-25.4275032942836],[-49.2727431534104,-25.42380969959],[-49.2742141204985,-25.4235629248953],[-49.274509000531,-25.4215993020997],[-49.2746011356639,-25.4205117776875],[-49.274471747765,-25.4181355131867],[-49.2740367938197,-25.4164203006971],[-49.2756501692327,-25.4160408565675],[-49.275671388536,-25.415226135896],[-49.2840823445484,-25.4134496728315],[-49.284607555875,-25.4154277998331],[-49.2794888411711,-25.4164954200148]]]}"
"829","UNIV.POSITIVO","ALIMENTADOR","LARANJA","N","{""type"":""MultiLineString"",""coordinates"":[[[-49.3466942385,-25.4414594204858],[-49.3472994717093,-25.4414659659633],[-49.3475030581304,-25.4414931423354],[-49.347935502915,-25.4417493532178],[-49.3485689272699,-25.4416543733168],[-49.3485694027615,-25.4416773970536],[-49.3499918005062,-25.4417889399964],[-49.3510971522549,-25.4421271388719],[-49.3524308326725,-25.4427935355184],[-49.3537519886928,-25.4444158025662],[-49.3542517877624,-25.4456777547747],[-49.3544267464711,-25.4468292579341],[-49.3536174977959,-25.4481236404053],[-49.3535402321184,-25.4502014042885],[-49.355622450545,-25.4508420291011],[-49.355687272541,-25.4485669089256],[-49.3559423636629,-25.448031437067],[-49.3559855322154,-25.4470781680354],[-49.3562246811206,-25.447089530448],[-49.3562082189661,-25.4480552307799],[-49.3569069124339,-25.4501445047859],[-49.3586226113106,-25.4501810334258],[-49.3618528787097,-25.4469350256533]]]}"
"323","V. AUTÓDROMO","ALIMENTADOR","LARANJA","N","{""type"":""MultiLineString"",""coordinates"":[[[-49.1962198139663,-25.4591758815321],[-49.1967759439699,-25.459350386386],[-49.1977452973608,-25.4532749301477],[-49.1985447742722,-25.4526016792242],[-49.1991328252327,-25.4514780167405],[-49.1995985540246,-25.4515936739148],[-49.2003028692714,-25.4482609497174],[-49.210134383683,-25.4513877906962],[-49.2134788571056,-25.4524505908394],[-49.2135003556195,-25.4523769967968],[-49.2143552633793,-25.452647727863],[-49.2150679624439,-25.4507930483308],[-49.2152088612737,-25.4507251374088],[-49.215270810389,-25.450731781945],[-49.2153009062616,-25.4507578337072],[-49.2149177253761,-25.4517629287715]]]}"
"663","V. CUBAS","CONVENCIONAL","AMARELA","N","{""type"":""MultiLineString"",""coordinates"":[[[-49.2800710187334,-25.4984422056281],[-49.2795520077151,-25.4959951122491],[-49.2810183939665,-25.4957370293988],[-49.2806530853686,-25.4942084846811],[-49.2795523703428,-25.4943924974632],[-49.2786285051838,-25.4932655611112],[-49.2773014688627,-25.4916190186878],[-49.2816121765978,-25.4887801739554],[-49.2795064240408,-25.4861334470046],[-49.2797343798128,-25.485955271909],[-49.2805757480123,-25.4829764428994],[-49.2825509721571,-25.4834137132878],[-49.285040431145,-25.4853411946766],[-49.2890156865799,-25.4853325797614],[-49.2890191826185,-25.4833521858667],[-49.2886634698137,-25.4829457891532],[-49.2881674383362,-25.4826164377565],[-49.2879953092237,-25.482246412014],[-49.2881123893484,-25.4813568549538],[-49.2867534240842,-25.4811089148839],[-49.2862322479231,-25.4808324074773],[-49.2862891272621,-25.4802917790179],[-49.2853578700004,-25.4782914955031],[-49.2863301260118,-25.4780881471508],[-49.2870093544508,-25.4766451223517],[-49.2872446550183,-25.4766277017538],[-49.2880789679428,-25.4747819376335],[-49.2899453196844,-25.4754857565095],[-49.2883961967068,-25.4740740148969],[-49.2661966708883,-25.4538623773916],[-49.2735879832354,-25.4387507779427],[-49.2727360611033,-25.4384111217782],[-49.270626724572,-25.437592029422],[-49.2719894246031,-25.4346824088373],[-49.2739998473545,-25.4354910226443]]]}"
"918","VENEZA","ALIMENTADOR","LARANJA","S","{""type"":""MultiLineString"",""coordinates"":[[[-49.3301994380642,-25.4010473927139],[-49.3307304613994,-25.4006638596287],[-49.3307778919801,-25.4006526980297],[-49.3309049176474,-25.4005435508129],[-49.330791302275,-25.4004155361347],[-49.3306456051325,-25.4005220048187],[-49.3306253476494,-25.4005679553714],[-49.3297663023226,-25.4011996127835],[-49.3295195274983,-25.401211797706],[-49.329280917279,-25.4013720029527],[-49.3292871779903,-25.4014513321416],[-49.3294554093377,-25.401651810778],[-49.3293634433303,-25.4016842708324],[-49.3294122950503,-25.4018324778473],[-49.3269516584241,-25.4025315991396],[-49.3257450852924,-25.4031198226306],[-49.3238414383977,-25.406086236894],[-49.3230878360016,-25.407272972919],[-49.3225039290068,-25.408938907071],[-49.3235241010861,-25.4091946738968],[-49.3226514783904,-25.4114642946597],[-49.3238678436354,-25.4113767152934],[-49.3252564073847,-25.4112444634798],[-49.3271432870852,-25.4116509583518],[-49.3299026022847,-25.4118859686554],[-49.33160835541,-25.412375030597],[-49.3321055773463,-25.4117981136036],[-49.3328179174882,-25.4114700774214],[-49.3331714568104,-25.4110757367776],[-49.3337078271298,-25.4100226215808],[-49.3358484102812,-25.4090181581411],[-49.3368612088541,-25.4082341011665],[-49.3385445041633,-25.4075563866564],[-49.3406046552315,-25.4082778887277],[-49.3403840535364,-25.4104842794641],[-49.3394331454073,-25.4137401874603],[-49.3395447321139,-25.4148032058384],[-49.3409911237711,-25.4152711168179],[-49.3428671280864,-25.4163997129251],[-49.3433078471159,-25.4170564241475],[-49.3436738002834,-25.4175573440421],[-49.3441977525333,-25.4175212118894],[-49.3432747424367,-25.4198061905754],[-49.3431217121069,-25.4205535715909],[-49.3426684394954,-25.4212111361378],[-49.3431635048213,-25.4215354878959]]]}"
"222","V. ESPERANÇA","ALIMENTADOR","LARANJA","N","{""type"":""MultiLineString"",""coordinates"":[[[-49.2410222917371,-25.3932847861225],[-49.2407059303345,-25.3935258631516],[-49.2409782376359,-25.3938150814576],[-49.2399014078678,-25.3946487245523],[-49.2370667064495,-25.3983162978457],[-49.2359750094606,-25.3975952952691],[-49.2352759027064,-25.3984601317559],[-49.2265679627327,-25.3927850925796],[-49.2237992226527,-25.3909589313401],[-49.2228910097887,-25.3903741530647],[-49.2230499008859,-25.3886715875792],[-49.2228591031056,-25.3882837176319],[-49.2221834337014,-25.3880079422816],[-49.2202450051371,-25.3878432600118],[-49.2192624703167,-25.3872738471505],[-49.2185499212955,-25.3872800830712],[-49.2170987804796,-25.3869838132052],[-49.2149679498258,-25.3874745724684],[-49.2121786907617,-25.3881418924228],[-49.2084512424424,-25.3884846694005],[-49.2073049201553,-25.3873591184837],[-49.2046224210486,-25.3847915594491],[-49.2030996874216,-25.3860857854948],[-49.2007099753684,-25.3833187858505],[-49.1955548078478,-25.3823306355489],[-49.1953677185084,-25.3827268054389],[-49.1952053969252,-25.3843333084846],[-49.1951386522689,-25.3844925299677],[-49.1936214091353,-25.3841388220402],[-49.1935955208166,-25.3845265223162],[-49.1913694858494,-25.3860941697288],[-49.1901617727812,-25.3847799990447],[-49.1922556672129,-25.3833254066815],[-49.1933405714495,-25.3806106604686],[-49.1894027110889,-25.3795993954571],[-49.1900762754692,-25.3782168711559],[-49.1915997245905,-25.3770202939757],[-49.1904690466958,-25.3756884541717],[-49.1893970321724,-25.3764761450865]]]}"
"Z03","VIC. DE CARVALHO / C. IMBUIA","ALIMENTADOR","LARANJA","S","{""type"":""MultiLineString"",""coordinates"":[[[-49.2233113945814,-25.4521984392273],[-49.2236756211785,-25.4523151199615],[-49.2231485621666,-25.4536859856101],[-49.2242736975289,-25.4540359467163],[-49.2247880411492,-25.4526720474317],[-49.2191694911745,-25.450898815316],[-49.2206739372486,-25.4468979061208],[-49.2237303591158,-25.4455066462549],[-49.2213548027009,-25.4410811518971],[-49.2211843701819,-25.4411526420304],[-49.2207599378,-25.4403482910448],[-49.220975157672,-25.4402468046699],[-49.221144122912,-25.4402328451839],[-49.2215385353306,-25.4400579335053],[-49.2223117277532,-25.4397154609337],[-49.2223443571542,-25.4397769504963],[-49.2215696073211,-25.4401200793534]]]}"
"779","VILA VELHA/BURITI","CONVENCIONAL","AMARELA","S","{""type"":""MultiLineString"",""coordinates"":[[[-49.3375584303759,-25.4621652649341],[-49.3372212657651,-25.4608157057467],[-49.3343746679527,-25.4607019640719],[-49.3323682543044,-25.4607437640635],[-49.3297576763303,-25.4610629218974],[-49.3289132457526,-25.461052952666],[-49.328158693253,-25.4610947104069],[-49.32515084723,-25.4614055462012],[-49.325276072187,-25.4569715899497],[-49.3245381933301,-25.4566129502462],[-49.3238999551932,-25.4577557299661],[-49.3222694531656,-25.4569926389422],[-49.3215484524347,-25.4584287473776],[-49.3209977670989,-25.4601830506988],[-49.3075502778268,-25.4562454283644],[-49.3057802128142,-25.4609876015242],[-49.3034333166521,-25.4602993826099],[-49.30180794589,-25.4598143792347],[-49.3019867808162,-25.4593231999666]]]}"
"630","VITÓRIA RÉGIA","ALIMENTADOR","LARANJA","N","{""type"":""MultiLineString"",""coordinates"":[[[-49.337228215879,-25.5442496015779],[-49.3367674711083,-25.5452780074033],[-49.3398293196175,-25.5464186568729],[-49.340871407889,-25.5468623587182],[-49.3424169810624,-25.5439403505489],[-49.341836573189,-25.5399724723237],[-49.3380615556188,-25.5404349326313],[-49.3366265538327,-25.5413213618642],[-49.3369253135315,-25.5417255556187],[-49.3371547902177,-25.5421353374581],[-49.3373237126289,-25.5425905848213],[-49.337403228599,-25.5430790328698],[-49.3373919010877,-25.5434824796524],[-49.3373195865213,-25.5438286683302],[-49.3369104501578,-25.5439580464063],[-49.3232440326554,-25.5438069844974],[-49.3226710021126,-25.543456575108],[-49.321596987497,-25.541671134038],[-49.3205784122245,-25.54025498997],[-49.3172479397878,-25.5352480787903],[-49.3170920632262,-25.5351720324572],[-49.3169439338257,-25.5351693103645],[-49.3162395142238,-25.5356901418574],[-49.315534475407,-25.5363045361431],[-49.314757118738,-25.53707144138],[-49.3139522616067,-25.537568112633],[-49.3097176064391,-25.5423404551989],[-49.3092861672988,-25.5427314035],[-49.3085789669443,-25.5431617641718],[-49.3073407029529,-25.5436939931601],[-49.3064167564252,-25.5440148277941],[-49.3030845201889,-25.5446638551382],[-49.3022499989819,-25.5448294601291],[-49.3019054513409,-25.545203714361],[-49.3018467416845,-25.5455668485964],[-49.3019302079923,-25.5458059821814],[-49.3020718544955,-25.5459679423737],[-49.3022791377368,-25.5460879363601],[-49.3025961803213,-25.5461536933808],[-49.302913065047,-25.5460836231729],[-49.3031008890902,-25.5459610018201],[-49.3032474757424,-25.5457684126679],[-49.3033890958453,-25.5454278566216],[-49.300846478818,-25.5347463493859],[-49.2993908920459,-25.5307861464256],[-49.2990046864709,-25.5301451450885],[-49.29841251934,-25.5285809396178],[-49.2980579930233,-25.5278282320727],[-49.2970554669881,-25.5261996332683],[-49.2935668662772,-25.5267957280114],[-49.2929967866387,-25.5270097299323],[-49.2928014056499,-25.527169861667],[-49.2926801773679,-25.5271680587273],[-49.2925587989178,-25.5271217861349],[-49.2925875136367,-25.527051137966],[-49.2925010996341,-25.5267055575053],[-49.2921275543889,-25.5261408435865],[-49.2920216241599,-25.5257920758374],[-49.2920424139525,-25.5254754265063],[-49.2921378499891,-25.5251837280191],[-49.292743798835,-25.5243041966109],[-49.292929597714,-25.5240786203365],[-49.293262896293,-25.5238301045957],[-49.2941827839713,-25.5231426902543],[-49.294598843553,-25.5227469633434],[-49.2952048613498,-25.522044839622],[-49.2953241172832,-25.5218450850328],[-49.2953623284253,-25.5216285852794],[-49.2955214332944,-25.5158234126124],[-49.2955018200897,-25.5155046202193],[-49.2954095020035,-25.5152696508431],[-49.2952912921609,-25.5151919269159],[-49.2937499185279,-25.5151644583399],[-49.2941310814584,-25.5141417029905],[-49.2942287895085,-25.513641682279],[-49.2944042646255,-25.5135003540628],[-49.2945657002181,-25.5134527401555],[-49.2947938233013,-25.5135258663735],[-49.2950879023644,-25.5135304924266],[-49.2951152861576,-25.5126630218048]]]}"
"761","V. IZABEL","CONVENCIONAL","AMARELA","S","{""type"":""MultiLineString"",""coordinates"":[[[-49.2729348771099,-25.4350601919039],[-49.2719894246031,-25.4346824088373],[-49.2685739246749,-25.4419726807439],[-49.2907763260423,-25.4503067858406],[-49.2893149003086,-25.4532815588441],[-49.289429986533,-25.4537934625085],[-49.290466212878,-25.4537590233894],[-49.2911151370403,-25.4539995547606],[-49.2928391893719,-25.4541045882275],[-49.2925888468392,-25.4547131867839],[-49.2945371595673,-25.4636544388946],[-49.2970803728053,-25.4631825087294],[-49.298015812971,-25.4678788141179],[-49.301125386693,-25.4663118106426],[-49.3024692498674,-25.4667155161666],[-49.3020931962024,-25.4677114060102],[-49.3080426458519,-25.4694820304674],[-49.3078861903089,-25.4700773857794],[-49.3095717577136,-25.4730081999367],[-49.3119615765177,-25.4724449342881],[-49.3132516191373,-25.4720945656775],[-49.3159745324214,-25.4711425934131],[-49.316763212027,-25.4704296986611],[-49.3179601606141,-25.4698869205088],[-49.318297251206,-25.4715451740213],[-49.3196807169199,-25.4704583137668],[-49.3212244660388,-25.4702883097424],[-49.3224875663626,-25.4691392022605],[-49.3234296577217,-25.4693404342549],[-49.3226138497662,-25.4699514156032],[-49.3220653347337,-25.4704205196599],[-49.3223986424884,-25.4707763509888],[-49.3226035426883,-25.4709037009867],[-49.3238460431414,-25.4714274434945],[-49.3244223272002,-25.4716744665592],[-49.325304069291,-25.4715302705918],[-49.3256007510662,-25.471672818948],[-49.3259104494914,-25.4711515770482],[-49.3251377443363,-25.4714579968785],[-49.3244354557161,-25.4715802621762],[-49.3238882153426,-25.4713456908351],[-49.3238847672996,-25.4713992544152],[-49.3238882153426,-25.4713456908351],[-49.3226529139636,-25.4708249795569],[-49.322465791795,-25.4707086804331],[-49.3222023137141,-25.470427397947],[-49.3226798218245,-25.4700190188945],[-49.3235540260766,-25.4693583100496],[-49.3240049161348,-25.4688802845513],[-49.3252611290872,-25.4681305087757],[-49.3255566275767,-25.4685808241077],[-49.3252611290872,-25.4681305087757],[-49.3240049161348,-25.4688802845513],[-49.3235540260766,-25.4693583100496]]]}"
"690","V. JULIANA","ALIMENTADOR","LARANJA","N","{""type"":""MultiLineString"",""coordinates"":[[[-49.3575312396129,-25.6155762748571],[-49.3571970765182,-25.6157208015774],[-49.35045116068,-25.6176464960554],[-49.3491600190598,-25.6185171226295],[-49.3486217910783,-25.6187177361848],[-49.3481403884925,-25.6191122133996],[-49.3475897950997,-25.6193172654815],[-49.347359211421,-25.6197146069876],[-49.346910075572,-25.6189969715596],[-49.3462273821551,-25.6185245366932],[-49.3460114124169,-25.6181922992222],[-49.3457297417685,-25.617377405552],[-49.3453338544965,-25.6168982207142],[-49.3445532604705,-25.6163297299495],[-49.3422891136179,-25.6145951308735],[-49.3411418567271,-25.6136092540413],[-49.3403326391652,-25.6131203665534],[-49.3394856542431,-25.6124541142686],[-49.3389018344724,-25.6120127500865],[-49.3382674448548,-25.6116407680853],[-49.3374108310624,-25.6113911755004],[-49.336901295669,-25.6111605212413],[-49.3362250309946,-25.6106281511567],[-49.3359593551256,-25.6103053286631],[-49.3357633028555,-25.6096975912567],[-49.3354558201519,-25.6092093927278],[-49.3350419006956,-25.6090376956156],[-49.3336711854164,-25.6084924064917],[-49.3332887981664,-25.6082382037453],[-49.3324403702422,-25.6077987953466],[-49.3321309606186,-25.6074504814147],[-49.3313898013266,-25.6071291290844],[-49.3307506405527,-25.606707092311],[-49.3304135382072,-25.6063684525976],[-49.3301552769057,-25.6059107892996],[-49.3293265381069,-25.6052467304635],[-49.3278739794315,-25.6046454901846],[-49.326707213758,-25.6043596495134],[-49.3262591285907,-25.6040746940496],[-49.3260794587517,-25.6039127379083],[-49.3259800208405,-25.6035318384582],[-49.3255679170617,-25.6026426737809],[-49.3250972910019,-25.6019976860467],[-49.3245304391989,-25.6011238372426],[-49.3244508737247,-25.6008349910082],[-49.3242945560702,-25.6000047315778],[-49.3241701770739,-25.5994765203911],[-49.3240287179601,-25.5985056150889],[-49.3238944389917,-25.598131815472],[-49.3238003676154,-25.5976531189469],[-49.3233776300067,-25.5968475577167],[-49.3232805209865,-25.5963013062814],[-49.3228532907295,-25.5955484672349],[-49.3223814311725,-25.5949319856207],[-49.3218378829423,-25.5944551519075],[-49.3216152534694,-25.5941971553809],[-49.3213727530993,-25.5936666186378],[-49.3213081686073,-25.5933162892779],[-49.320866566495,-25.5919835548326],[-49.3205728986091,-25.5914677185091],[-49.3198099736785,-25.5907463653112],[-49.3191984080162,-25.5897936910955],[-49.3180069942553,-25.5873452568955],[-49.3178641352002,-25.5860661887413],[-49.3178815831455,-25.5857153358477],[-49.3179531721997,-25.5855064950778],[-49.3181908203036,-25.5846603351181],[-49.3176952389275,-25.5832738047254],[-49.3176753080166,-25.58211473651],[-49.3175190603745,-25.5813359791454],[-49.317527694829,-25.5806355198862],[-49.3174695373338,-25.5803551840267],[-49.3169699448613,-25.5789339940834],[-49.316657873977,-25.5776706226595],[-49.3165989053947,-25.5772771576845],[-49.3166391856747,-25.5749592693336],[-49.3162821836832,-25.5732360125877],[-49.3162598780205,-25.5728611210202],[-49.3165433515088,-25.571315201179],[-49.3164485889145,-25.5711157924863],[-49.3160514686445,-25.5706200351631],[-49.3150070120094,-25.5695058125554],[-49.3145037478722,-25.5690387543752],[-49.3144169243322,-25.5687708857295],[-49.3144387219083,-25.5684776281443],[-49.3147748641412,-25.5677208437767],[-49.314768694842,-25.5674498392813],[-49.3145608185431,-25.566463862554],[-49.3145672508656,-25.5660486214719],[-49.3151158743331,-25.5652229945811],[-49.3151586256428,-25.5646446125609],[-49.3154394497216,-25.5640078182987],[-49.3154365980497,-25.5635373745883],[-49.3151975071299,-25.5624227448432],[-49.3151995149488,-25.5618579787057],[-49.3150298472897,-25.5608134971215],[-49.3149058903869,-25.560520364998],[-49.3147975064659,-25.5603852834525],[-49.3127095581019,-25.562528839477],[-49.312788236445,-25.5632545929682],[-49.3089260038919,-25.5635409613712],[-49.3088033785185,-25.5637117715806],[-49.3093050391048,-25.5653750302935],[-49.3091929321318,-25.5654551773775],[-49.309081529062,-25.5654378328962],[-49.3090079304684,-25.565320862237],[-49.3090467973895,-25.5650278901233],[-49.3078624722277,-25.5612436526207],[-49.3074726566158,-25.5603118385843],[-49.3073244588894,-25.5601186464875],[-49.306853134548,-25.5593249954063],[-49.3065721042908,-25.5587114904953],[-49.3058549804642,-25.5557909811083],[-49.3055134762647,-25.5549735777359],[-49.3051031886332,-25.5533355961174],[-49.3036781445907,-25.5471074534347],[-49.3035768596944,-25.5462193170021],[-49.3034337956387,-25.5454858261114],[-49.3033890958453,-25.5454278566216],[-49.300846478818,-25.5347463493859],[-49.2993908920459,-25.5307861464256],[-49.2984908675328,-25.5284092034821],[-49.2981017137364,-25.5276326010767],[-49.2946197135406,-25.521952578785],[-49.2939574085441,-25.5211388022747],[-49.2937894836625,-25.5211111280244],[-49.2920251492539,-25.5216840064403],[-49.2920738980584,-25.5219752082917],[-49.293262896293,-25.5238301045957],[-49.2941827839713,-25.5231426902543],[-49.294598843553,-25.5227469633434],[-49.2952048613498,-25.522044839622],[-49.2953241172832,-25.5218450850328],[-49.2953623284253,-25.5216285852794],[-49.2955214332944,-25.5158234126124],[-49.2955018200897,-25.5155046202193],[-49.2954095020035,-25.5152696508431],[-49.2952912921609,-25.5151919269159],[-49.2937499185279,-25.5151644583399],[-49.2941310814584,-25.5141417029905],[-49.2942287895085,-25.513641682279],[-49.2942545487367,-25.5118058583107],[-49.2947557839507,-25.5118131068137],[-49.2949139575445,-25.5118164674081],[-49.2948842375643,-25.5129781040702]]]}"
"242","V. LEONICE","ALIMENTADOR","LARANJA","F","{""type"":""MultiLineString"",""coordinates"":[[[-49.2624646192272,-25.3774531468765],[-49.2624259857473,-25.3779503417501],[-49.2622175767368,-25.3779400075383],[-49.2621751359787,-25.3778869071079],[-49.2622064839868,-25.3777826864798],[-49.2622915658676,-25.3777858493166],[-49.2623391790674,-25.3772093524981],[-49.2622984749229,-25.377131592258],[-49.2623609935532,-25.3770245388572],[-49.2626715887965,-25.3770417887506],[-49.2626999030574,-25.3766707461633],[-49.262785021188,-25.3766618692363],[-49.2628020361131,-25.3761924549432],[-49.2632195907199,-25.3746646069459],[-49.2634058120354,-25.3739220362661],[-49.262876589665,-25.3728855463629],[-49.2626052198576,-25.3723481059454],[-49.2610785614816,-25.3706175767925],[-49.2601604993622,-25.3698206675877],[-49.2597493218647,-25.3684675581096],[-49.2600265867617,-25.3670079140923],[-49.2605284885547,-25.365882962874],[-49.2616364619406,-25.3648108116519],[-49.263262494705,-25.3629770395002],[-49.2631123533918,-25.3620636661296],[-49.2638011243235,-25.3574684282966],[-49.2630759453469,-25.3549231053555],[-49.2633004783038,-25.3537447114491],[-49.2612230626711,-25.3542455783896],[-49.2597514523629,-25.3539963596059],[-49.2582759660572,-25.3540175460139],[-49.2574458749072,-25.3535440611511],[-49.2563417196135,-25.3533893088535],[-49.2547644362583,-25.3525978472296],[-49.2533949086272,-25.3521565806664],[-49.2548631041869,-25.349911059792],[-49.2540818059934,-25.3494882536034],[-49.2548631041869,-25.349911059792],[-49.2533949086272,-25.3521565806664]]]}"
